episode;date;rating;title;summary
S25E13;2014-03-09;6.6;The Man Who Grew Too Much;Lisa becomes friends with Sideshow Bob, who now has a new job working with genetically-altered foods. Meanwhile, Marge becomes frustrated teaching abstinence for the church.
S25E14;2014-03-16;6.6;The Winter of His Content;When Abe and two of his friends move in with the Simpsons after the Springfield Retirement Castle closes, Homer begins to embrace their lifestyle. Meanwhile, Nelson initiates Bart into the bully group after coming to his defense.
S25E15;2014-03-23;6.8;The War of Art;The friendship between the Simpsons and the Van Houtens is challenged when a painting the Simpsons buy from the Van Houtens' yard sale is discovered to be extremely valuable.
S25E16;2014-03-30;6.7;You Don't Have to Live Like a Referee;Homer becomes a referee for the World Cup and finds himself tested by bribers when the Simpsons travel to Brazil.
S25E17;2014-04-06;6.3;Luca$;Marge becomes worried when Lisa starts dating a competitive eater-in-training, while Bart receives gifts from Snake Jailbird for helping him out.
S25E18;2014-04-13;7.0;Days of Future Future;Thirty years into the future, Bart is having trouble dealing with his divorce, Lisa is struggling with her marriage to Milhouse, and Marge is finally fed up after burying yet another Homer clone.
S25E19;2014-04-27;5.8;What to Expect When Bart's Expecting;Bart becomes a savior to Springfield couples trying to conceive when he inadvertently uses voodoo to get his art teacher pregnant.
S25E20;2014-05-04;7.9;Brick Like Me;The Lego version of Homer begins to suspect that his entire Lego world is not real when a toy triggers a flashback to an alternate reality.
S25E21;2014-05-11;6.6;Pay Pal;When Homer ruins his and Marge's chances of making a new couple friend, Marge decides to concentrate on finding a friend for Lisa. However, Lisa suddenly makes a new friend on her own.
S25E22;2014-05-18;6.6;The Yellow Badge of Cowardge;Bart wins the annual "last day of school" race - with a little help from Nelson - and Homer attempts to bring back 4th of July fireworks, which have been canceled due to low budget cuts.
S26E01;2014-09-28;5.7;Clown in the Dumps;Krusty has a crisis of conscience and retires from show business after his father dies before ever approving of his career. Meanwhile, Lisa becomes worried about Homer's health and life expectancy.
S26E02;2014-10-05;6.7;The Wreck of the Relationship;Homer and Bart turn to the open seas to improve their relationship, and Marge becomes a trash talking victim after she drafts Homer's fantasy football team.
S26E03;2014-10-12;6.4;Super Franchise Me;Marge opens a sandwich franchise store after her sandwiches become a huge hit at Springfield Elementary. But running day-to-day at the store proves challenging, especially when the same franchise opens another location across the street.
S26E04;2014-10-19;7.4;Treehouse of Horror XXV;The 25th annual 'Simpsons' Halloween special includes an alternate dimension, a "Clockwork Orange"-style gang led by Moe and a visit from the Tracey Ullman-era Simpsons.
S26E05;2014-11-02;6.3;Opposites A-Frack;An Assemblywoman brought in by Lisa to stop Mr. Burns' fracking operation ends up falling for him as much as he does for her.
S26E06;2014-11-09;7.9;Simpsorama;The Simpsons meet the Planet Express crew, who have come to Springfield in the present to stop them from destroying the future.
S26E07;2014-11-16;6.8;Blazed and Confused;Bart tricks his family into a camping trip at a strange event known as "Blazing Guy" so that he can get revenge on his sadistic new fourth grade teacher.
S26E08;2014-11-23;6.4;Covercraft;Homer forms a cover band with other dads in town when he takes up bass guitar to deal with a mid-life crisis, but the band's modest success is soon overwhelmed by Apu's breakout potential.
S26E09;2014-12-07;6.8;I Won't Be Home for Christmas;Marge kicks Homer out of the house for Christmas after he consoles Moe on Christmas Eve instead of going home.
S26E10;2015-01-04;6.6;The Man Who Came to Be Dinner;An amusement park ride takes the Simpsons to the home planet of Kang and Kodos.
S26E11;2015-01-11;7.1;Bart's New Friend;Homer is hypnotized into believing he's ten years old and ends up stuck in his new age when the hypnotist dies, so he bonds with Bart and refuses to take back the responsibilities of adulthood.
S26E12;2015-01-25;5.5;The Musk Who Fell to Earth;Inventor Elon Musk comes to Springfield, and Homer inspires him with a new idea that could revolutionize Springfield, but winds up costing Mr. Burns a ton of money.
S26E13;2015-02-08;6.2;Walking Big & Tall;Marge tries to get Homer to lose weight. But instead, he finds a support group that encourages him to embrace his largeness.
S26E14;2015-02-15;6.6;My Fare Lady;Marge gets a job as a driver for a transportation app service, while Moe is forced to work as a janitor at the nuclear plant after Homer causes the bar to go bankrupt.
S26E15;2015-03-01;6.4;The Princess Guide;Moe falls in love with a Nigerian princess whose father is working out a uranium deal with Mr. Burns.
S26E16;2015-03-08;6.7;Sky Police;The congregation, led by Marge, is forced to resort to gambling in order to collect money to fix the church, which Chief Wiggum destroyed with a jet pack he received by mistake.
S26E17;2015-03-15;6.6;Waiting for Duffman;After "Duffman" retires, Homer wins a reality competition to become his replacement. But his contract states that he cannot drink beer, which gives him a new perspective on alcohol.
S26E18;2015-04-19;6.6;Peeping Mom;Marge decides to follow Bart everywhere until he confesses to being involved in a bulldozer crash. Meanwhile, Homer ignores Santa's Little Helper when Ned gets a new dog.
S26E19;2015-04-26;6.7;The Kids Are All Fight;The story of Bart and Lisa's rivalry is told when Homer finds an old film strip.
S26E20;2015-05-03;6.0;Let's Go Fly a Coot;Bart takes up smoking e-cigarettes to impress Milhouse's cousin Annika while the rest of the family learns about Grampa's days in the Air Force.
S26E21;2015-05-10;6.5;Bull-E;Bart gets bullied at a school dance, so Marge gets an anti-bullying law passed, which results in Homer being put in therapy for bulling Ned.
S26E22;2015-05-17;6.7;Mathlete's Feat;Groundskeeper Willie becomes the coach of the mathletes, Lisa and other kids from Springfield Elementary compete against Waverly Hills Elementary.
S27E01;2015-09-27;5.7;Every Man's Dream;Marge decides it's finally time to separate from Homer, and quickly moves on with her life. Homer is initially devastated, but soon stumbles into a romance with a younger woman.
S27E02;2015-10-04;6.5;'Cue Detective;A celebrity television chef challenges Homer to a barbecue cook-off. But before the competition, Homer's new, prized barbecue grill is stolen.
S27E03;2015-10-11;6.9;Puffless;Patty and Selma try to quit smoking, but Patty moves in with the Simpsons when Selma takes it up again. Meanwhile, Maggie goes on an adventure with some local creatures.
S27E04;2015-10-18;7.5;Halloween of Horror;The Simpsons are proud to be the most festively decorated house on the block. But when Lisa is traumatized at Krustyland Horror Night, she feels she cannot handle Halloween anymore.
S27E05;2015-10-25;6.5;Treehouse of Horror XXVI;After killing Bart, Sideshow Bob doesn't know what to do with himself; Homer wakes up with short-term memory loss; Because of radiation, Lisa, Bart and Milhouse gain super-powers.
S27E06;2015-11-08;6.6;Friend with Benefit;Lisa makes a new friend at school - Harper, who happens to be super-rich, while Homer makes friends with Harper's dad and sets out to continue living the good life when Lisa decides to end the friendship.
S27E07;2015-11-22;5.9;Lisa with an "S";Broadway legend Laney Fontaine transforms Lisa into a show-biz kid after Homer loses her chance at band camp.
S27E08;2015-12-06;6.8;Paths of Glory;Lisa tries to restore the reputation of a forgotten Springfield female inventor, while Bart takes full advantage of a diagnosis that he is a sociopath.
S27E09;2015-12-13;8.4;Barthood;A tale of Bart's journey from youth to adulthood, where he is constantly in search of approval from his father and in the shadow of his more-successful younger sister.
S27E10;2016-01-03;6.5;The Girl Code;When Homer loses his job due to Marge's social media post, he begins working as a dishwasher at a Greek restaurant. Meanwhile, Lisa creates an app that can predict the effect any post on social media will have.
S27E11;2016-01-10;6.5;Teenage Mutant Milk-Caused Hurdles;Bart and Principal Skinner battle over the affection of Bart's new teacher, and a new milk-based product that Homer buys from the Kwik-E-Mart causes big changes in Bart and Lisa.
S27E12;2016-01-17;6.5;Much Apu About Something;Apu's nephew makes big changes when he takes over the Kwik-E-Mart business, and Bart decides that he's through with being bad after his latest prank spirals out of control.
S27E13;2016-02-14;6.3;Love Is in the N2-O2-Ar-CO2-Ne-He-CH4;Professor Frink's new invention turns him into a ladies' man, while a new pill at the Springfield Retirement Castle causes Grandpa to hallucinate back to his happiest moments.
S27E14;2016-02-21;6.5;Gal of Constant Sorrow;Lisa tries to launch the career of a homeless Appalachian folk singer, but Bart warns her that she will just let her down. Meanwhile, Homer tries to rescue the cat, who is trapped in the walls of the house.
S27E15;2016-03-06;6.3;Lisa the Veterinarian;Lisa takes a job as veterinarian's assistant, but soon lets the responsibilities of the job get to her head. Meanwhile, Marge decides to take a job as a crime scene cleaner.
S27E16;2016-03-13;7.0;The Marge-ian Chronicles;Lisa signs up for an opportunity to be part of a mission to colonize Mars in ten years, and Homer's strategy to use reverse psychology to talk her out of it backfires.
S27E17;2016-04-03;6.3;The Burns Cage;Homer tries to raise Smithers' spirits by finding him a man, and Lisa gets the lead in the school production of "Casablanca" alongside a new male student, sparking Millhouse's jealousy.
S27E18;2016-04-10;6.2;How Lisa Got Her Marge Back;After Lisa overhears Marge say that she doesn't like Lisa's jazz music, Marge takes Lisa on a trip to Capitol City to regain her friendship. Meanwhile, Bart uses Maggie as his new partner in crime for his practical jokes.
S27E19;2016-04-24;7.1;Fland Canyon;Maggie will not go to sleep, so Homer tells her a bedtime story about when the Simpsons and the Flanders went to the Grand Canyon together.
S27E20;2016-05-08;6.6;To Courier with Love;After promising Marge the trip of a lifetime, Homer makes a deal with a travel agent to be a courier of a top-secret briefcase in exchange for a discounted family vacation to Paris.
S27E21;2016-05-15;6.3;Simprovised;While trying to overcome a fear of public speaking, Homer creates an improv comedy troupe; Marge rebuilds Bart's treehouse.
S27E22;2016-05-22;6.6;Orange Is the New Yellow;Marge lets Bart go to the park alone because he's too irritating, then she ends up getting arrested for leaving him unsupervised.
S28E01;2016-09-25;6.0;Monty Burns' Fleeing Circus;Mr. Burns puts on a variety show at the Springfield Bowl.
S28E02;2016-10-02;6.6;Friends and Family;Homer finds a new friend in a woman who acts just like him when Mr. Burns hires the other Simpsons as his live-in virtual reality family.
S28E03;2016-10-09;7.0;The Town;Homer takes the family on a "hate-cation" to Boston after he catches Bart rooting for a rival football team.
S28E04;2016-10-16;6.8;Treehouse of Horror XXVII;The children of Springfield fight to the death, Hunger Games style; Lisa's imaginary friend kills her real friends; Moe recruits Bart into his group of covert barfly agents.
S28E05;2016-10-23;6.3;Trust But Clarify;Bart and Lisa investigate Krusty's new candy; Marge helps Homer dress for a promotion; Kent Brockman struggles with the changing media world.
S28E06;2016-11-06;6.6;There Will Be Buds;Homer coaches the kids' lacrosse team with Kirk Van Houten, who disappears before the championship game, after Homer rants about him being a loser.
S28E07;2016-11-13;6.2;Havana Wild Weekend;The Simpsons go to Cuba to get Grampa cheap medical care when the Retirement Castle and V.A. hospital are unable to solve his health problems.
S28E08;2016-11-20;6.5;Dad Behavior;Homer discovers an app that makes his life easier, while Grampa learns that he'll be a father again.
S28E09;2016-12-04;6.3;The Last Traction Hero;Homer is placed in a cast following a workplace accident, leading Marge to receive romance from an unexpected source; Lisa attempts to keep the peace as bus monitor.
S28E10;2016-12-11;5.9;The Nightmare After Krustmas;Krusty and his daughter spend Christmas with the Simpsons; Reverend Lovejoy seeks converts to boost attendance at church; A Christmas toy scares Maggie.
S28E11;2017-01-08;6.7;Pork and Burns;A Japanese book on minimalism inspires Marge to adapt to a new way of living, so the Simpsons have to part with items that no longer bring them joy.
S28E12;2017-01-15;6.1;The Great Phatsby;Mr Burns tries to relive his glory days, and crosses paths with a mysterious music mogul.
S28E14;2017-02-12;6.3;Fatzcarraldo;When all the fast food restaurants in Springfield become healthy, Homer turns to the last bastion of greasy food for comfort; Lisa must find a good news story when her school radio station is in jeopardy.
S28E15;2017-02-19;6.4;The Cad and the Hat;Bart ruins Lisa's perfect day out of jealousy and becomes haunted by the manifestation of his guilty conscious. Homer is revealed to be a master chess player which helps him bond with his competitive dad.
S28E16;2017-03-05;6.5;Kamp Krustier;Bart and Lisa return home following a traumatic incident at Kamp Krusty, putting an end to Homer and Marge's sexual encounters.
S28E17;2017-03-12;6.5;22 for 30;A mocumentary about how Bart became a star basketball player at Springfield Elementary only to fall prey to fame, his own ego and the schemes of mobster Fat Tony.
S28E18;2017-03-19;6.7;A Father's Watch;As Homer and Marge try a different parenting style on the hellraising Bart, Grampa gives him a special watch that becomes Bart's moral center. But Bart loses it and tries everything to get it back.
S28E19;2017-04-02;6.1;The Caper Chase;Mr. Burns opens his own for-profit university, hiring the completely unqualified Homer as a professor, only to lose him to a mad scientist.
S28E20;2017-04-30;6.8;Looking for Mr. Goodbart;Bart bonds with Skinner's mother over their mutual dislike of Skinner and realizes that he could make a bundle by befriending other lonely and disgruntled grandmothers of Springfield for money.
S28E21;2017-05-07;6.1;Moho House;Mr. Burns makes a bet with his old friend that nothing can break Homer and Marge apart. But that's where Moe comes in.
S28E22;2017-05-21;6.4;Dogtown;After a successful animal rights campaign, all dogs in Springfield are allowed to go where they want and do what they want. Pack mentality quickly kicks in and the dogs of Springfield assert their dominance by threatening the people.
S29E01;2017-10-01;6.8;The Serfsons;In a medieval world, Lisa is forced to use illegal magic when Marge's mother is turned into an Ice Walker.
S29E02;2017-10-08;6.5;Springfield Splendor;Lisa's sad experience is adapted into a graphic novel, which becomes a Broadway show.
S29E03;2017-10-15;6.1;Whistler's Father;Homer launches Maggie's baby-celebrity career with her whistling talent; Marge is hired to style Fat Tony's brothel.
S29E04;2017-10-22;7.1;Treehouse of Horror XXVIII;Maggie gets possessed by a demon; Lisa discovers a creepy/perfect version of her family in an alternative universe; Homer cannibalizes himself.
S29E05;2017-11-05;6.3;Grampy Can Ya Hear Me;Grampa gets a hearing aid and finally hears what everyone has been saying about him.
S29E06;2017-11-12;6.3;The Old Blue Mayor She Ain't What She Used To Be;Marge runs for mayor and uses Homer as the butt of her jokes to gain public support.
S29E07;2017-11-19;6.4;Singin' in the Lane;Homer gets his old bowling team back together and they wind up competing with arrogant millionaires.
S29E08;2017-12-03;6.8;Mr. Lisa's Opus;In the future, Lisa writes a college application essay to Harvard and recalls disappointing past birthdays that helped shape her.
S29E09;2017-12-10;7.2;Gone Boy;When Bart goes missing, the town puts together a search party to find him.
S29E10;2018-01-07;6.4;Haw-Haw Land;Lisa falls for a crooning jazz pianist named Brendan; Bart discovers he has an affinity for chemistry.
S29E11;2018-01-14;6.2;Frink Gets Testy;Mr. Burns builds a doomsday ark after he believes the world is ending; Professor Frink is tasked with determining who is worth saving.
S29E12;2018-03-18;6.6;Homer is Where the Art Isn't;Homer is accused of stealing a multimillion-dollar painting and only freelance insurance investigator Manacek can prove his innocence or guilt.
S29E13;2018-03-25;6.6;3 Scenes Plus a Tag from a Marriage;Homer and Marge tell the story of how they went from loving life without kids to being miserable parents.
S29E14;2018-04-01;6.0;Fears of a Clown;Bart goes to prankster rehab after a clown-mask prank terrifies the town and ruins Krusty's career causing him to give up comedy and try serious drama.
S29E15;2018-04-08;6.3;No Good Read Goes Unpunished;Marge forces everyone to give up their electronics and go to the book store in an effort to bring the family together.
S29E16;2018-04-15;6.3;King Leer;Homer and Marge attempt to reunite Moe with his troubled family.
S29E17;2018-04-22;6.7;Lisa Gets the Blues;The Simpsons' flight to Gainesville gets re-routed to New Orleans, where Lisa must regain her confidence as a jazz musician.
S29E18;2018-04-29;7.0;Forgive and Regret;On his deathbed, Grampa makes a confession to Homer about the notes from Homer's mother that got lost when she left. This angers Homer to the point of refusing to reconcile with Abe after he miraculously recovers.
S29E19;2018-05-06;6.6;Left Behind;Homer gets Flanders a job at the power plant; Marge feels there's no spark left in their marriage.
S29E20;2018-05-13;6.7;Throw Grampa from the Dane;The Simpsons go to Denmark so Grampa can benefit from its free health-care system.
S29E21;2018-05-20;7.6;Flanders' Ladder;When Bart falls into a coma after he is struck by lightning, he is visited by ghosts seeking closure.
S30E01;2018-09-30;6.3;Bart's Not Dead;Bart ends up in the hospital after taking a dare and lies about going to heaven to cover it up, but Homer takes a deal with Christian producers to make a movie about it.
S30E02;2018-10-07;6.1;Heartbreak Hotel;Marge and Homer travel to a tropical island and go on Marge's favorite reality competition program to win a million dollars.
S30E03;2018-10-14;6.3;My Way or the Highway to Heaven;While God and St. Peter discuss who will get into heaven, the citizens of Springfield recall divine encounters.
S30E04;2018-10-21;6.0;Treehouse of Horror XXIX;Homer wins an oyster-eating contest against the mythical Cthulhu, Springfield is overrun by plant body-snatchers, Lisa finally snaps and Mr. Burns opens a retirement home with some Jurassic upgrades.
S30E05;2018-11-04;7.0;Baby You Can't Drive My Car;A self-driving car company comes to Springfield, poaching all of the power plant employees with their fun work environment.
S30E06;2018-11-11;6.5;From Russia Without Love;Bart, Nelson and Milhouse get a mail-order bride for Moe as a hardcore prank.
S30E07;2018-11-18;5.8;Werking Mom;In search of a job, Marge gets one selling plastic food storage containers - as a drag queen; Lisa tries to make the world better.
S30E08;2018-11-25;6.5;Krusty the Clown;Krusty hides out at a circus after he nearly kills Homer, who becomes a TV recapper and gives him a bad grade.
S30E09;2018-12-02;6.8;Daddicus Finch;Bart feels neglected when Homer and Lisa bond over To Kill a Mockingbird and start spending quality time together, so Marge attempts to help Homer balance attention between the kids.
S30E10;2018-12-09;6.7;'Tis the 30th Season;Marge is determined to fix Christmas following a failed Black Friday shopping spree, but Homer and the kids surprise her with a vacation in Florida.
S30E11;2019-01-06;6.0;Mad About the Toy;Motivated by a PTSD episode Grampa had while babysitting the kids, the Simpsons take a journey to Grampa's past as a post-WW2 toy model for plastic army men, and Abe finally faces his on confused sexuality.
S30E12;2019-01-13;6.5;The Girl on the Bus;Lisa tries to live a double life when she makes a new friend and gets a taste of what it would be like to live with a more cultured family.
S30E13;2019-02-10;6.8;I'm Dancing as Fat as I Can;Homer tries to make amends for binging his and Marge's favorite show without her; Bart prepares for "Krusty's Holiday Trample".
S30E14;2019-02-17;6.2;The Clown Stays in the Picture;On Marc Maron's podcast, Krusty reveals the untold story of his past movie project, The Sands of Space. Hearing the podcast, Bart and Lisa learn their parents were production assistants on the movie in the early days of their relationship.
S30E15;2019-03-03;6.4;101 Mitigations;Homer steals Comic Book Guy's car and must either prove his innocence in court or reconcile with him.
S30E16;2019-03-10;5.8;I Want You (She's So Heavy);When a romantic night ends in injury for Homer and Marge, Lisa turns to an unlikely source to fix their strained relationship.
S30E17;2019-03-17;6.4;E My Sports;Homer discovers a passion for coaching Bart in video game competitions; Lisa's plan to bring Homer back to reality creates chaos.
S30E18;2019-03-24;5.0;Bart vs. Itchy & Scratchy;Bart's friends start a boys rights activist group to protest Krusty's all-female reboot of Itchy and Scratchy. When they catch Bart enjoying it, they kick him out, so he joins Bossy Riot, a militant feminist gang of sixth-grade girls.
S30E19;2019-03-31;6.5;Girl's in the Band;Homer works extra shifts at the plant so Lisa can play in the Capitol City Youth Philharmonic.
S30E20;2019-04-07;5.6;I'm Just a Girl Who Can't Say D'oh;Marge becomes Director of Springfield's local theater, armed with Lisa's script resembling "Hamilton"; Homer joins a baby class with Maggie, and takes a liking to supervisor Chloe.
S30E21;2019-04-28;5.8;D'oh Canada;Lisa is mistakenly given political asylum in Canada during a family trip to Niagara Falls.
S30E22;2019-05-05;6.2;Woo-Hoo Dunnit?;The documentary crime series "Dateline: Springfield" goes in-depth to solve the case of Lisa's missing college fund.
S30E23;2019-05-12;6.1;Crystal Blue-Haired Persuasion;Marge starts a business selling healing crystals and other New Age products to the naive mothers of Springfield when Homer's job cuts children's health-care benefits, leading Marge to use the crystals as a cheaper solution for Bart's ADD.
S31E01;2019-09-29;5.9;The Winter of Our Monetized Content;Bart and Homer become social media celebrities when a video of them fighting goes viral; Lisa fights the school's new industrialized detention system.
S31E02;2019-10-06;5.9;Go Big or Go Homer;Homer inspires a 35-year-old millennial who idolizes him to start his own business, which leads the mob to chase both of them.
S31E03;2019-10-13;6.5;The Fat Blue Line;When the wrong man is arrested for pickpocketing Springfield during the San Castellaneta street festival, Chief Wiggum sets out to catch the real criminal.
S31E04;2019-10-20;6.8;Treehouse of Horror XXX;The 30th Treehouse of Horror features a demon Maggie, a mission to rescue Milhouse from another dimension, dead-Homer's spirit trying on some new bodies for size and Selma finally finding love in an unlikely place - the alien in the basement.
S31E05;2019-11-03;6.2;Gorillas on the Mast;After visiting Aquatraz Water Park, Lisa and Bart set out to free from captivity the most vicious animals in Springfield. Homer fulfills a lifelong dream and buys a boat, only to realize how much boat ownership sucks.
S31E06;2019-11-10;5.6;Marge the Lumberjill;Marge becomes a competitive lumberjack and goes on a month-long retreat to Portland with her trainer, whom Homer fears will take his wife away from him.
S31E07;2019-11-17;6.5;Livin la Pura Vida;The Simpsons join other Springfield families on the Van Houtens' annual trip to Costa Rica, where Homer befriends Patty's new girlfriend and Lisa discovers how the Van Houtens are able to afford this trip every year.
S31E08;2019-11-24;7.3;Thanksgiving of Horror;The Simpsons face various Thanksgiving nightmares, including the first Thanksgiving, an A.I. mishap and a dangerous space mission complicated by a sentient cranberry sauce.
S31E09;2019-12-01;6.5;Todd, Todd, Why Hast Thou Forsaken Me?;Todd blames God for his mother's death and rejects his faith, so Ned sends him to live with the Simpsons, hoping they can scare him into believing in God again.
S31E10;2019-12-15;6.5;Bobby, It's Cold Outside;Sideshow Bob gets the role of Santa Claus at Santa's Village amusement park. Meanwhile, someone is stealing all the Christmas packages off people's front porches.
S31E11;2020-01-05;6.0;Hail to the Teeth;Homer and Marge attend Artie Ziff's wedding and become quite uncomfortable when they realize that his bride-to-be is a clone of Marge.
S31E12;2020-02-16;6.5;The Miseducation of Lisa Simpson;The sea captain finds treasure for which he's been searching for 40 years, but City Hall claims it since it was in city limits. Marge convinces the townspeople to use the windfall to build a STEM school. Homer crusades against automation.
S31E13;2020-02-23;5.9;Frinkcoin;Professor Frink invents a cryptocurrency that makes him the richest man in Springfield, a title Mr. Burns has no intention of giving up.
S31E14;2020-03-01;7.2;Bart the Bad Guy;Bart uses spoilers for a superhero movie he saw to get what he wants, but two movie executives will stop at nothing to keep his knowledge secret.
S31E15;2020-03-08;6.5;Screenless;Marge implements a limit on screen time for the whole family, only to realize she's the one addicted to screens.
S31E16;2020-03-15;6.4;Better Off Ned;Jealous of Bart's bond with Ned, Homer mentors Nelson in retaliation, but an act of heroism helps Homer to regain Bart's respect.
S31E17;2020-03-22;6.9;Highway to Well;Marge gets a job at an upscale cannabis dispensary leading Homer to open a competing business that replicates the scuzzy days of scoring weed from and old-school pot connection.
S31E18;2020-04-19;6.3;The Incredible Lightness of Being a Baby;Maggie reunites with baby Hudson, but Marge isn't too crazy about his mom. Homer befriends Cletus Spuckler who recently discovered a vast underground reserve of helium gas on his property, attracting unwanted attention from Mr. Burns.
S31E19;2020-04-26;6.1;Warrin' Priests;Reverend Lovejoy investigates the mysterious past of a new priest who's come to town and shaken things up at church.
S31E20;2020-05-03;5.8;Warrin' Priests Part 2;In Michigan, Reverend Lovejoy learns the true reason why Bode came to Springfield and the congregation must decide whether to banish their new priest.
S31E21;2020-05-10;6.5;The Hateful Eight-Year-Olds;Lisa joins a group of rich girls when she makes a friend who loves horses; Homer takes Marge on a romantic cruise.
S31E22;2020-05-17;7.4;The Way of the Dog;The Simpsons explore the tragic past of Santa's Little Helper when he bites Marge.
S32E01;2020-09-27;6.5;Undercover Burns;Mr. Burns goes undercover at the power plant as an employee named Fred and befriends Homer and the gang, but a jealous Smithers plots to bring the old Burns back.
S32E02;2020-10-04;6.8;I, Carumbus;At a museum exhibit of Ancient Rome, Marge and Homer imagine themselves in Rome where Homer is more ambitious.
S32E03;2020-10-11;5.8;Now Museum, Now You Don't;Lisa stays home from school and fantasizes about the history of Western art.
S32E04;2020-11-01;6.3;Treehouse of Horror XXXI;The 31st annual Simpsons Halloween special includes a frightening look at the 2020 election, parodies of Pixar and Spider-Man: Into the Spider-Verse and a ninth birthday Lisa just can't get over.
S32E05;2020-11-08;5.7;The 7 Beer Itch;Homer is tempted by a British femme fatale while Marge and the kids are on a seaside vacation.
S32E06;2020-11-15;6.7;Podcast News;Grampa is accused of a crime, while Kent Brockman questions his career.
S32E07;2020-11-22;6.3;Three Dreams Denied;Bart becomes a voice over actor, Comic Book Guy is humiliated at Comic-Con and Lisa is set up for a fall.
S32E08;2020-11-29;6.6;The Road to Cincinnati;Skinner and Chalmers take an 800-mile car ride to an administrator's convention in Cincinnati.
S32E09;2020-12-06;6.3;Sorry Not Sorry;Lisa calls Ms. Hoover a hack and refuses to apologize, then learns her private pain.
S32E10;2020-12-13;6.3;A Springfield Summer Christmas for Christmas;A cable channel films a Christmas movie in Springfield and Skinner falls in love.
S32E11;2021-01-03;7.1;The Dad-Feelings Limited;The origin story of Comic Book Guy is revealed as he and Kumiko debate having a baby.
S32E12;2021-02-21;6.9;Diary Queen;Bart learns a surprising secret when he finds Mrs. Krabappel's diary at a yard sale, while Lisa discovers an even bigger surprise.
S32E13;2021-02-28;6.3;Wad Goals;Bart becomes a successful caddy, but Marge thinks it may ruin his character.
S32E14;2021-03-07;5.6;Yokel Hero;Cletus becomes a singing sensation and ruins everything when he turns on his fans, while Homer becomes a new man.
S32E15;2021-03-14;5.9;Do Pizza Bots Dream of Electric Guitars;Homer tries to reunite a mechanical band from his youth, but J.J. Abrams beats him to it.
S32E16;2021-03-21;6.4;Manger Things;A secret from Flanders' past and a never-before-seen room in the Simpson home are revealed.
S32E17;2021-03-28;6.5;Uncut Femmes;Sarah Wiggum is more than she seems; Marge participates in a jewel heist.
S32E18;2021-04-11;6.7;Burger Kings;Mr. Burns joins the plant-based burger business, convincing Lisa that he's changed for the better.
S32E19;2021-04-18;6.3;Panic on the Streets of Springfield;Lisa's imaginary friend is a depressed British singer from the 1980s; Homer becomes a truck guy.
S32E20;2021-05-09;6.8;Mother and Child Reunion;In the future, Lisa makes a shocking college decision that hurts Marge, leading to a surprising place.
S32E21;2021-05-16;6.3;The Man from G.R.A.M.P.A.;A British secret agent comes to Springfield to find a Russian spy.
S32E22;2021-05-23;7.4;The Last Barfighter;A secret society of bartenders seeks revenge on Homer and his friends when Moe breaks their most sacred rule.
S33E01;2021-09-26;4.4;The Star of the Backstage;Marge stages a revival of a musical from high school, but her pleasant memories are threatened by the return of her old rival.
S33E02;2021-10-03;7.0;Bart's in Jail!;When Grandpa falls victim to a phone scam, the Simpsons set out to get his money back.
S33E03;2021-10-10;6.7;Treehouse of Horror XXXII;The 32nd annual Simpsons Halloween special includes a spoof of "Parasite" and a segment where Bambi gets his revenge.
S33E04;2021-10-17;6.8;The Wayz We Were;Moe is faced with a difficult choice when Evergreen Terrace develops a traffic problem.
S33E05;2021-10-24;6.8;Lisa's Belly;Lisa reacts to a hurtful word spoken by Marge while Bart gets swole.
S33E06;2021-11-07;8.2;A Serious Flanders;Homer and Ned get sucked into the violent world of prestige TV when a ruthless debt collector comes to Springfield.
S33E07;2021-11-14;8.2;A Serious Flanders: Part 2;Things go from bad to worse for Homer and Ned.
S33E08;2021-11-21;6.2;Portrait of a Lackey on Fire;Smithers finds true love with a famous fashion designer, but this new relationship may destroy Springfield.
S33E09;2021-11-28;6.3;Mothers and Other Strangers;In a flashback to his teen years, Homer goes on a road trip with his father to search for his mother.
S33E10;2021-12-19;6.9;A Made Maggie;Fat Tony becomes Maggie's godfather.
S33E11;2022-01-02;5.8;The Longest Marge;Marge battles Mr. Burns for the soul of a brash young football prodigy.
S33E12;2022-02-27;7.7;Pixelated and Afraid;Homer and Marge must push themselves to their limits when they get lost in an icy wilderness.
S33E13;2022-03-06;6.7;Boyz N the Highlands;Bart, Martin and the bullies run for their lives when a weekend in the wilderness takes a dark turn.
S33E14;2022-03-13;6.5;You Won't Believe What This Episode Is About - Act Three Will Shock You!;Homer becomes a pariah when footage of him allegedly leaving Santa's Little Helper in a hot car goes viral.
S33E15;2022-03-20;6.4;Bart the Cool Kid;Homer leads a rebellion of loser dads against the friendship between Bart and a famous kid influencer.
S33E16;2022-03-27;6.2;Pretty Whittle Liar;Cletus feels betrayed when he learns that Brandine can read.
S33E17;2022-04-10;5.9;The Sound of Bleeding Gums;Lisa meets the son of the late Bleeding Gums Murphy and tries to improve his life.
S33E18;2022-04-24;6.6;My Octopus and a Teacher;Bart has romantic feelings for his new teacher; Lisa befriends an octopus.
S33E19;2022-05-01;6.7;Girls Just Shauna Have Fun;Lisa finds an unlikely mentor in Shauna Chalmers when she joins the high school marching band; Homer becomes a craft beer brewer.
S33E20;2022-05-08;6.7;Marge the Meanie;Marge bonds with Bart when she discovers a secret from her past, terrifying Homer.
